7.0,7.1414423,7.280136,7.4162354,7.5498815,7.6812015,7.810313,7.9373245,8.062335,8.185435,8.306711,8.426242,8.5441,8.660355,8.775068,8.888301,9.00011,9.110545,9.219659,9.327496,9.4341,9.539513,9.643773,9.746919,9.848984
7.0,7.1414423,7.280136,7.4162354,7.5498815,7.6812015,7.810313,7.9373245,8.062335,8.185435,8.306712,8.426243,8.544101,8.660355,8.775068,8.888302,9.00011,9.110546,9.219659,9.327497,9.4341,9.539514,9.643774,9.746919,9.848984
7.0,7.1414423,7.280136,7.4162354,7.5498815,7.6812015,7.810313,7.9373245,8.062335,8.185435,8.306712,8.426243,8.544101,8.660355,8.775069,8.888302,9.000111,9.110546,9.21966,9.327497,9.4341,9.539514,9.643774,9.74692,9.848985
7.0,7.1414423,7.280136,7.416236,7.5498815,7.6812015,7.810313,7.937325,8.062335,8.185436,8.306712,8.426243,8.544101,8.660356,8.775069,8.888302,9.000111,9.110547,9.21966,9.327497,9.434101,9.539514,9.643774,9.74692,9.848985
7.0,7.1414423,7.2801366,7.416236,7.5498815,7.681202,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544101,8.660356,8.775069,8.888302,9.000111,9.110547,9.21966,9.327497,9.434101,9.539514,9.643774,9.74692,9.848985
7.0,7.141443,7.2801366,7.416236,7.549882,7.681202,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000111,9.110547,9.21966,9.327497,9.434101,9.539514,9.643774,9.74692,9.848986
7.0,7.141443,7.2801366,7.416236,7.549882,7.681202,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000111,9.110547,9.219661,9.3274975,9.434101,9.539514,9.643774,9.74692,9.848986
7.0,7.141443,7.2801366,7.416236,7.549882,7.681202,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000111,9.110547,9.219661,9.3274975,9.434101,9.539514,9.643774,9.74692,9.848986
7.0,7.141443,7.2801366,7.4162364,7.549882,7.681202,7.8103137,7.9373255,8.062335,8.185436,8.306713,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110547,9.219661,9.3274975,9.434101,9.539515,9.643775,9.74692,9.848986
7.0,7.141443,7.2801366,7.4162364,7.549882,7.681202,7.810314,7.9373255,8.062336,8.185436,8.306713,8.426244,8.544102,8.660356,8.775069,8.888303,9.000112,9.110547,9.219661,9.3274975,9.434101,9.539515,9.643775,9.746921,9.848986
7.0,7.141443,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306713,8.426244,8.544102,8.660356,8.775069,8.888303,9.000112,9.110547,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.141443,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306713,8.426244,8.544102,8.660356,8.775069,8.888303,9.000112,9.110547,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.141443,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306713,8.426244,8.544102,8.660356,8.775069,8.888303,9.000112,9.110548,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306713,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110548,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110548,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110548,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110548,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.2801366,7.4162364,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110548,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.2801366,7.416236,7.549882,7.6812024,7.810314,7.9373255,8.062336,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110547,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.280136,7.416236,7.549882,7.681202,7.810314,7.9373255,8.062335,8.185436,8.306712,8.426243,8.544102,8.660356,8.775069,8.888303,9.000112,9.110547,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.280136,7.416236,7.549882,7.681202,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544101,8.660356,8.775069,8.888303,9.000111,9.110547,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.280136,7.416236,7.5498815,7.681202,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544101,8.660356,8.775069,8.888303,9.000111,9.110547,9.219661,9.3274975,9.434102,9.539515,9.643775,9.746921,9.848986
7.0,7.1414423,7.280136,7.4162354,7.5498815,7.6812015,7.8103137,7.937325,8.062335,8.185436,8.306712,8.426243,8.544101,8.660355,8.775069,8.888302,9.000111,9.110547,9.219661,9.3274975,9.434101,9.539515,9.643775,9.746921,9.848985
7.0,7.1414423,7.280136,7.4162354,7.5498815,7.6812015,7.810313,7.9373245,8.062335,8.185435,8.306712,8.426243,8.544101,8.660355,8.775068,8.888302,9.000111,9.110547,9.21966,9.3274975,9.434101,9.539515,9.643775,9.746921,9.848985
7.0,7.1414423,7.2801356,7.4162354,7.549881,7.681201,7.8103127,7.9373245,8.062334,8.185435,8.306711,8.426242,8.5441,8.660355,8.775068,8.888302,9.00011,9.110546,9.21966,9.327497,9.434101,9.539514,9.643775,9.74692,9.848985
